transaction_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,customer_total_transactions,customer_successful_transactions,customer_failed_transactions,customer_success_rate,customer_lifetime_value,customer_age_days,transaction_date,hour_of_day,day_of_week,days_since_last_transaction,is_retry,customer_recent_failure_count,customer_recent_success_count,customer_avg_transaction_amount,amount_vs_avg_ratio,customer_failure_rate,customer_days_active,recovery_probability_actual,recovered
15,380,68.6,INR,emi,customer_cancelled,1,18,15.0,3.0,0.8655165753984979,3666.8575561417147,669,2025-02-27 17:00:00,17,3,0.016292266845979404,0,3.0,10.0,203.7143086745397,0.33674610510348335,0.1344834246015021,669,0.01,0
16,460,70.88,INR,card,authentication_failed,3,20,18.0,2.0,0.9204568287013819,163.0675980036248,1446,2025-01-02 02:00:00,2,3,0.08609623914194245,1,2.0,10.0,8.153379900181239,8.693327290983268,0.0795431712986181,1446,0.11691080739994228,0
17,1114,157.85,INR,card,customer_cancelled,2,16,7.0,9.0,0.4836889033246991,1481.469223438365,1284,2025-01-15 21:00:00,21,2,12.720358461715623,1,5.0,7.0,92.5918264648978,1.704794105771766,0.5163110966753008,1284,0.01,0
18,1474,77.69,INR,card,customer_cancelled,3,16,13.0,3.0,0.8498337213069884,408.99830579918813,244,2025-02-06 12:00:00,12,3,1.391323377296516,1,3.0,10.0,25.562394112449258,3.0392301933160413,0.15016627869301158,244,0.05252441858744021,0
19,1392,294.26,INR,netbanking,customer_cancelled,1,18,15.0,3.0,0.841990599453786,458.55622632472745,80,2025-03-27 20:00:00,20,3,7.713754816922057,0,3.0,10.0,25.475345906929302,11.550775446780536,0.15800940054621404,80,0.03784931453186866,0
20,844,168.51,INR,netbanking,card_blocked,3,13,9.0,4.0,0.7181157508959113,1189.345134225449,685,2025-03-25 10:00:00,10,1,9.019756186276727,1,4.0,9.0,91.48808724811147,1.8418791458937014,0.2818842491040887,685,0.01,0
21,707,22.16,INR,wallet,card_expired,2,15,12.0,3.0,0.8149895810106094,15.080294493759263,1437,2025-03-16 11:00:00,11,6,5.243990221592279,1,3.0,10.0,1.0053529662506175,22.04200986509636,0.18501041898939063,1437,0.01,0
22,228,35375.97,INR,emi,card_blocked,1,19,13.0,6.0,0.7187234489542063,1083.106703372181,678,2025-02-06 07:00:00,7,3,2.3882740009499033,0,5.0,10.0,57.005615966956896,620.5699105243518,0.28127655104579374,678,0.01,0
23,133,29.32,INR,wallet,daily_limit_exceeded,3,15,12.0,3.0,0.8200205548004718,124.96765449353809,1728,2025-02-01 12:00:00,12,5,0.3633897869875933,1,3.0,10.0,8.331176966235873,3.519310671088425,0.17997944519952824,1728,0.073506922852809,0
24,805,567.31,INR,wallet,merchant_error,2,15,9.0,6.0,0.6327141200740637,100.29522140605727,534,2025-01-19 10:00:00,10,6,7.395066201284408,1,5.0,9.0,6.686348093737151,84.84601639740798,0.3672858799259363,534,0.29206476763243594,0
25,241,38.04,INR,emi,invalid_cvv,1,16,13.0,3.0,0.8709292521147929,466.5920237996452,1166,2025-03-14 08:00:00,8,4,5.146781760432658,0,3.0,10.0,29.162001487477824,1.3044372148576424,0.12907074788520712,1166,0.20831285952602202,1
26,886,265.27,INR,netbanking,authentication_failed,1,13,10.0,3.0,0.8412468787960461,916.859287893672,419,2025-03-03 11:00:00,11,0,2.86783866609396,0,3.0,10.0,70.52763753028246,3.761220555361733,0.1587531212039539,419,0.4712738032415362,0
27,729,52.83,INR,card,invalid_cvv,2,19,7.0,12.0,0.41279428844104504,293.3152452443865,1095,2025-03-14 11:00:00,11,4,7.874285279265307,1,5.0,7.0,15.43764448654666,3.4221542053283716,0.587205711558955,1095,0.09455429541826593,0
28,688,1011.93,INR,card,invalid_cvv,2,12,10.0,2.0,0.8843198412018916,2926.5882610559706,902,2025-03-16 19:00:00,19,6,1.4084100640798685,1,2.0,10.0,243.88235508799755,4.149254666803901,0.11568015879810845,902,0.30820351054983935,0
29,33,125.57,INR,upi,customer_cancelled,2,20,17.0,3.0,0.8794750833443106,337.00173865755715,489,2025-03-28 17:00:00,17,4,3.682849834527366,1,3.0,10.0,16.850086932877858,7.452187071806025,0.12052491665568943,489,0.2748089573181875,0
30,715,3901.74,INR,netbanking,daily_limit_exceeded,3,20,13.0,7.0,0.677479307366149,248.89309086525873,1152,2025-01-17 14:00:00,14,4,2.2491891719970316,1,5.0,10.0,12.444654543262937,313.5273853071521,0.32252069263385097,1152,0.01,0
31,317,4953.88,INR,netbanking,insufficient_funds,1,19,14.0,5.0,0.76151525606893,184.694757377562,1351,2025-03-14 16:00:00,16,4,5.481034887963686,0,5.0,10.0,9.720776704082212,509.61771376968596,0.23848474393107,1351,0.07031036518609293,1
32,881,164.21,INR,wallet,insufficient_funds,1,23,18.0,5.0,0.8208839696350265,2545.051134891336,954,2025-02-21 01:00:00,1,4,17.660204907293636,0,5.0,10.0,110.65439716918853,1.4839898296036618,0.17911603036497348,954,0.12255755378080294,0
33,74,1179.3,INR,upi,card_blocked,1,15,13.0,2.0,0.8888354423942197,82.45431797839474,1420,2025-02-20 22:00:00,22,3,0.47194556061470205,0,2.0,10.0,5.496954531892983,214.5369755485107,0.11116455760578026,1420,0.01,0
34,305,8060.83,INR,emi,card_expired,2,23,5.0,18.0,0.2268895319913854,347.2501210653279,893,2025-01-19 13:00:00,13,6,8.271527771165362,1,5.0,5.0,15.09783135066643,533.9064805253762,0.7731104680086146,893,0.16109860596933737,0
35,1401,679.06,INR,card,invalid_cvv,2,23,15.0,8.0,0.6558950329555601,133.86430256238683,1666,2025-01-30 06:00:00,6,3,5.256549572610531,1,5.0,10.0,5.820187067929862,116.67322580432618,0.34410496704443994,1666,0.1966252546052753,0
36,541,68.2,INR,wallet,daily_limit_exceeded,1,17,14.0,3.0,0.8587004749319195,5.172227284524333,820,2025-01-02 09:00:00,9,3,2.5275400315670526,0,3.0,10.0,0.30424866379554905,68.2,0.14129952506808052,820,0.4853108155064244,1
37,74,847.73,INR,upi,authentication_failed,3,15,13.0,2.0,0.8888354423942197,82.45431797839474,1420,2025-03-05 13:00:00,13,2,1.5085578151404406,1,2.0,10.0,5.496954531892983,154.21812115809294,0.11116455760578026,1420,0.0995480801763883,0
38,136,68.44,INR,card,card_blocked,1,12,9.0,3.0,0.8146428140802724,4968.396260997461,408,2025-01-13 12:00:00,12,0,7.398998355509798,0,3.0,9.0,414.03302174978836,0.16530082482493436,0.1853571859197276,408,0.08543027399926362,0
39,830,7.57,INR,wallet,merchant_error,3,20,15.0,5.0,0.754224208685782,459.6454017088879,1712,2025-01-03 03:00:00,3,4,1.1102835832908795,1,5.0,10.0,22.982270085444394,0.3293843459264883,0.245775791314218,1712,0.22346060290103484,0
40,85,22.23,INR,netbanking,card_blocked,1,18,16.0,2.0,0.9203841122227442,297.5623567324972,1055,2025-03-17 20:00:00,20,0,12.26430550868856,0,2.0,10.0,16.53124204069429,1.344726545366483,0.07961588777725581,1055,0.01,0
41,304,191.7,INR,upi,merchant_error,3,14,10.0,4.0,0.781804500743833,710.2650005527603,1201,2025-02-15 19:00:00,19,5,1.158620260612949,1,4.0,10.0,50.73321432519716,3.7785896783754596,0.218195499256167,1201,0.24882916005706174,0
42,182,50.1,INR,wallet,network_timeout,2,15,13.0,2.0,0.8917242279078799,5.207809519223333,125,2025-03-08 07:00:00,7,5,4.258415544791355,1,2.0,10.0,0.3471873012815555,50.1,0.10827577209212014,125,0.34532242358121396,0
43,1284,1871.15,INR,netbanking,card_blocked,3,10,9.0,1.0,0.9171178225048214,2872.893584338939,1076,2025-03-15 03:00:00,3,5,2.9651456003905197,1,1.0,9.0,287.2893584338939,6.51311976955999,0.08288217749517857,1076,0.01,0
44,931,100.59,INR,netbanking,invalid_cvv,1,16,13.0,3.0,0.8438785216181811,164.63179709251338,706,2025-02-26 14:00:00,14,2,5.5551246425046985,0,3.0,10.0,10.289487318282086,9.775997276489605,0.1561214783818189,706,0.2692455063700199,0
45,170,87.43,INR,netbanking,card_blocked,1,8,6.0,2.0,0.8377722053013698,329.01688288753587,236,2025-02-19 14:00:00,14,2,1.987354825211742,0,2.0,6.0,41.127110360941984,2.1258483572682856,0.16222779469863025,236,0.01,0
46,492,65.4,INR,netbanking,bank_declined,1,14,9.0,5.0,0.703351768018219,231.15487284231102,604,2025-01-09 10:00:00,10,3,6.406532304072114,0,5.0,9.0,16.51106234587936,3.9609807430908153,0.29664823198178103,604,0.04679199995764781,0
47,922,641.92,INR,emi,invalid_cvv,3,18,13.0,5.0,0.7494389022551942,170.88273136590715,547,2025-02-06 12:00:00,12,3,0.669033166919891,1,5.0,10.0,9.493485075883731,67.61689673170365,0.25056109774480584,547,0.0226428549894081,0
48,414,23.92,INR,upi,network_timeout,1,15,7.0,8.0,0.469797133070614,3385.8429327453528,46,2025-02-04 14:00:00,14,1,7.136337966958943,0,5.0,7.0,225.72286218302352,0.10597065697583118,0.530202866929386,46,0.2729492860595649,0
49,497,73.77,INR,card,bank_declined,3,20,13.0,7.0,0.6664581455707101,122.64821462969799,599,2025-01-11 19:00:00,19,5,11.822168814662945,1,5.0,10.0,6.1324107314848995,12.029526923441633,0.33354185442928985,599,0.16293033044967475,0
50,119,309.04,INR,emi,insufficient_funds,1,9,7.0,2.0,0.8382630833632098,228.00991477944822,1094,2025-03-12 11:00:00,11,2,24.428324739544593,0,2.0,7.0,25.334434975494247,12.198416909590895,0.16173691663679024,1094,0.01736845393253586,0
51,411,303.24,INR,emi,merchant_error,2,18,6.0,12.0,0.3666851464047209,146.2969101196146,1245,2025-02-23 18:00:00,18,6,4.183754743148471,1,5.0,6.0,8.127606117756367,37.30987889995212,0.6333148535952791,1245,0.1547842948687238,0
52,694,59.36,INR,upi,card_blocked,2,15,9.0,6.0,0.6429244186251941,203.45000682495163,426,2025-02-14 11:00:00,11,4,10.960934794657437,1,5.0,9.0,13.563333788330109,4.376505137038899,0.3570755813748059,426,0.22634922125454582,0
53,233,46.63,INR,wallet,customer_cancelled,2,14,12.0,2.0,0.8742474192068691,1829.8806158004136,713,2025-01-22 20:00:00,20,2,9.64300511993324,1,2.0,10.0,130.7057582714581,0.3567555141920819,0.1257525807931309,713,0.01,0
54,699,36.96,INR,emi,card_blocked,1,13,9.0,4.0,0.7415268928172623,1293.321562297235,425,2025-02-24 06:00:00,6,0,13.162802634975117,0,4.0,9.0,99.48627402286424,0.3715085358559689,0.25847310718273775,425,0.01,0
55,1032,40.6,INR,netbanking,customer_cancelled,1,11,5.0,6.0,0.48132936779546726,929.4867556733162,1248,2025-02-20 10:00:00,10,3,4.755385226649701,0,5.0,5.0,84.49879597030147,0.48048021908228794,0.5186706322045327,1248,0.07717996173869038,0
56,1124,141.41,INR,netbanking,invalid_cvv,1,20,13.0,7.0,0.6635670976485816,2760.600784426587,1633,2025-03-19 19:00:00,19,2,3.917429195788472,0,5.0,10.0,138.03003922132933,1.0244871391599835,0.33643290235141843,1633,0.3057299983915327,0
57,631,33.2,INR,card,network_timeout,1,15,13.0,2.0,0.9037258318720391,656.1491947144883,1609,2025-03-01 22:00:00,22,5,2.4117618525104993,0,2.0,10.0,43.743279647632555,0.7589737273345217,0.09627416812796086,1609,0.45822073638001337,1
58,820,146.86,INR,upi,invalid_cvv,1,21,16.0,5.0,0.7914009705648745,341.79003114060566,844,2025-03-23 22:00:00,22,6,0.9225048760838686,0,5.0,10.0,16.27571576860027,9.02325907431536,0.20859902943512554,844,0.1290083412239056,0
59,931,18.69,INR,card,insufficient_funds,2,16,13.0,3.0,0.8438785216181811,164.63179709251338,706,2025-01-16 13:00:00,13,3,2.9176820043129865,1,3.0,10.0,10.289487318282086,1.816417030495981,0.1561214783818189,706,0.07916963532659363,0
60,431,52.64,INR,emi,customer_cancelled,1,11,7.0,4.0,0.6693198033079717,494.82621009113444,1152,2025-03-03 08:00:00,8,0,7.764075730286652,0,4.0,7.0,44.98420091737586,1.1701886201487903,0.3306801966920283,1152,0.060586256651600806,0
61,1131,2796.12,INR,wallet,invalid_cvv,1,19,8.0,11.0,0.47323847915298467,115.34406553421948,257,2025-03-23 20:00:00,20,6,4.420530635254959,0,5.0,8.0,6.07074029127471,460.5896259503603,0.5267615208470153,257,0.17687572570598797,0
62,53,22.24,INR,card,network_timeout,2,17,11.0,6.0,0.6863638510004534,585.4676323055725,1297,2025-02-10 16:00:00,16,0,10.823393119684086,1,5.0,10.0,34.439272488563084,0.6457743846762636,0.3136361489995466,1297,0.20604824234182764,0
63,1171,405.25,INR,emi,card_expired,1,20,16.0,4.0,0.8253586623700558,1484.7394236253508,272,2025-03-16 07:00:00,7,6,3.0272204366754036,0,4.0,10.0,74.23697118126753,5.458870338479786,0.17464133762994416,272,0.07037153939018391,0
64,792,693.3,INR,card,card_blocked,1,21,14.0,7.0,0.7120698858117241,84.31656824613117,1273,2025-03-04 06:00:00,6,1,5.344319544884297,0,5.0,10.0,4.015074678387198,172.67424781212023,0.28793011418827585,1273,0.17030318374220288,0
65,388,169.25,INR,upi,authentication_failed,3,21,18.0,3.0,0.8619763070075017,111.1799752435571,779,2025-01-26 08:00:00,8,6,4.308309460230766,1,3.0,10.0,5.29428453540748,31.968436692073915,0.13802369299249828,779,0.10694094947193547,0
66,793,45.97,INR,card,bank_declined,1,14,5.0,9.0,0.3857200289291514,1484.398324844879,1691,2025-01-22 13:00:00,13,2,7.277598689508956,0,5.0,5.0,106.0284517746342,0.4335628713857884,0.6142799710708486,1691,0.06639339233420936,0
67,1332,347.13,INR,netbanking,bank_declined,1,16,8.0,8.0,0.5110497827354831,367.26228729857684,844,2025-01-01 13:00:00,13,2,14.884261864710506,0,5.0,8.0,22.953892956161052,15.122924928811557,0.48895021726451693,844,0.08737515499731915,0
68,1287,2153.82,INR,upi,customer_cancelled,1,14,13.0,1.0,0.9310450733952049,779.4611392592246,1022,2025-03-14 17:00:00,17,4,4.925539551702299,0,1.0,10.0,55.675795661373186,38.68503313540034,0.06895492660479507,1022,0.02730931497197974,1
69,1406,192.0,INR,card,merchant_error,2,20,14.0,6.0,0.7045433927386966,266.24590844993344,1235,2025-02-12 10:00:00,10,2,4.998708843007536,1,5.0,10.0,13.312295422496671,14.422756850447893,0.2954566072613034,1235,0.2645185612507867,0
70,685,573.72,INR,card,merchant_error,2,18,5.0,13.0,0.2789738524491633,1267.7528799835106,308,2025-03-22 16:00:00,16,5,9.571690513896371,1,5.0,5.0,70.43071555463948,8.145877767703688,0.7210261475508367,308,0.1872205640909677,0
71,1368,332.83,INR,wallet,insufficient_funds,1,17,15.0,2.0,0.9289151874250325,619.4490481064366,247,2025-01-05 14:00:00,14,6,6.717305677380525,0,2.0,10.0,36.43817930037863,9.134100725953164,0.07108481257496746,247,0.27803226696205996,1
72,1317,14.03,INR,card,card_expired,1,14,11.0,3.0,0.8451378609748128,3030.4830613387317,1050,2025-03-20 11:00:00,11,3,4.3573564058761365,0,3.0,10.0,216.4630758099094,0.0648147493400707,0.1548621390251872,1050,0.11521641579938263,0
73,854,150.54,INR,wallet,insufficient_funds,1,17,12.0,5.0,0.7387084341743217,36.167386609089945,1461,2025-02-01 16:00:00,16,5,24.328578463140992,0,5.0,10.0,2.1274933299464673,70.75932877485822,0.26129156582567825,1461,0.04811220239237689,0
74,527,154.85,INR,emi,merchant_error,1,17,5.0,12.0,0.3424368199791808,222.63317238816927,399,2025-02-08 19:00:00,19,5,11.94035224127818,0,5.0,5.0,13.096068964009957,11.824158869776264,0.6575631800208193,399,0.3714551813823612,0
75,1108,64.44,INR,emi,invalid_cvv,1,13,5.0,8.0,0.4511657428876096,2282.326547577478,1684,2025-01-23 15:00:00,15,3,0.9452265024116795,0,5.0,5.0,175.5635805828829,0.367046512642627,0.5488342571123904,1684,0.3334462863047992,0
76,1110,2295.16,INR,emi,insufficient_funds,1,23,18.0,5.0,0.8216334086755793,632.7562255577126,57,2025-01-14 22:00:00,22,1,1.3336851853949088,0,5.0,10.0,27.511140241639676,83.42656755920805,0.17836659132442068,57,0.2646545128307095,0
77,1065,48.51,INR,emi,merchant_error,1,12,5.0,7.0,0.4988615263531486,3105.7610039022243,379,2025-02-20 20:00:00,20,3,11.598525041016217,0,5.0,5.0,258.813416991852,0.18743232311455937,0.5011384736468514,379,0.16958798860474333,0
78,1492,72.05,INR,netbanking,authentication_failed,1,20,12.0,8.0,0.6152561906501219,566.6591792342833,1424,2025-03-11 21:00:00,21,1,2.7906770526112066,0,5.0,10.0,28.332958961714166,2.5429747770912283,0.38474380934987806,1424,0.2580694529838919,1
79,895,4587.96,INR,upi,bank_declined,2,21,11.0,10.0,0.5594780170132141,3172.1857758423107,1295,2025-01-17 04:00:00,4,4,9.443089951350567,1,5.0,10.0,151.0564655163005,30.372483457220262,0.4405219829867859,1295,0.23165952545950125,1
80,214,99.54,INR,wallet,bank_declined,1,16,9.0,7.0,0.6153100832683318,8.309297359593977,219,2025-01-05 13:00:00,13,6,16.92862341832669,0,5.0,9.0,0.5193310849746235,99.54,0.3846899167316682,219,0.22428839750766366,1
81,562,46.02,INR,wallet,card_expired,1,15,12.0,3.0,0.8155811222070587,104.57647803954619,610,2025-01-12 10:00:00,10,6,5.752925462830019,0,3.0,10.0,6.971765202636413,6.600910768279642,0.1844188777929413,610,0.043952221257093874,1
82,199,7663.98,INR,card,customer_cancelled,3,18,16.0,2.0,0.9270945118303241,334.74164165430403,586,2025-02-10 13:00:00,13,0,2.3138565628267904,1,2.0,10.0,18.596757869683557,412.113770244534,0.0729054881696759,586,0.01,0
83,657,743.86,INR,emi,network_timeout,2,18,11.0,7.0,0.6161797748522614,730.9164082239992,1128,2025-03-03 17:00:00,17,0,1.1908364419136432,1,5.0,10.0,40.60646712355551,18.31875690482052,0.3838202251477386,1128,0.17293767061166201,1
84,273,43.21,INR,wallet,bank_declined,2,18,11.0,7.0,0.647560847549977,2152.466312509202,276,2025-02-10 21:00:00,21,0,0.367125490384296,1,5.0,10.0,119.58146180606678,0.3613436342672958,0.352439152450023,276,0.04477818428984716,0
85,1133,3874.71,INR,emi,merchant_error,1,17,4.0,13.0,0.23824991800159573,585.040322132138,1523,2025-02-06 02:00:00,2,3,4.625459813863997,0,5.0,4.0,34.41413659600812,112.59064975203964,0.7617500819984042,1523,0.25576534724324945,0
86,576,37.02,INR,upi,network_timeout,1,11,6.0,5.0,0.6106836450818525,3999.6266239404977,1100,2025-03-08 20:00:00,20,5,2.662621499630945,0,5.0,6.0,363.60242035822705,0.1018145037745549,0.38931635491814753,1100,0.33699983604409395,0
87,1406,76.37,INR,card,daily_limit_exceeded,1,20,14.0,6.0,0.7045433927386966,266.24590844993344,1235,2025-01-25 11:00:00,11,5,14.655747920764968,0,5.0,10.0,13.312295422496671,5.736801774316175,0.2954566072613034,1235,0.24223951485536907,1
88,413,83.99,INR,card,invalid_cvv,3,11,7.0,4.0,0.6948314663822687,166.96237114092173,1565,2025-03-24 17:00:00,17,0,1.7002062629576233,1,4.0,7.0,15.17839737644743,5.533522276227177,0.30516853361773133,1565,0.08265009628373292,0
89,1468,130.48,INR,wallet,merchant_error,1,8,7.0,1.0,0.8967916632985344,757.1536692602708,1413,2025-01-26 11:00:00,11,6,0.29634756585968247,0,1.0,7.0,94.64420865753385,1.3786369166246237,0.10320833670146556,1413,0.39613221271689275,0
90,800,345.53,INR,wallet,authentication_failed,2,17,10.0,7.0,0.5899483414319522,132.4013358835526,1414,2025-02-12 12:00:00,12,2,2.187126419314069,1,5.0,10.0,7.7883138755030945,44.36518680722534,0.4100516585680478,1414,0.1256055189435713,0
91,722,38.29,INR,emi,card_expired,2,14,11.0,3.0,0.8060763759411983,359.30579939262486,1618,2025-01-31 17:00:00,17,4,16.814482680094468,1,3.0,10.0,25.66469995661606,1.49193250124591,0.1939236240588017,1618,0.01,0
92,500,51.02,INR,upi,network_timeout,1,19,16.0,3.0,0.8620725917279203,69.42625856571782,1745,2025-03-02 11:00:00,11,6,0.8931924006311666,0,3.0,10.0,3.6540136087219905,13.962728512618895,0.13792740827207972,1745,0.21483129133676696,0
93,1030,882.68,INR,card,card_expired,2,20,15.0,5.0,0.7808422596800279,689.925868048335,1749,2025-03-20 15:00:00,15,3,2.629711091805849,1,5.0,10.0,34.496293402416754,25.587676615081225,0.21915774031997215,1749,0.02959890040833655,0
94,705,37.35,INR,upi,insufficient_funds,1,16,5.0,11.0,0.32311527880794566,364.23211002509345,747,2025-01-20 12:00:00,12,0,11.997161586083298,0,5.0,5.0,22.76450687656834,1.640712017287078,0.6768847211920543,747,0.01,0
95,687,2263.25,INR,netbanking,customer_cancelled,1,18,8.0,10.0,0.46456437270418616,2967.789054521713,896,2025-03-17 10:00:00,10,0,11.945431189628424,0,5.0,8.0,164.8771696956507,13.72688531819031,0.5354356272958138,896,0.01512210640305154,0
96,365,47.87,INR,netbanking,invalid_cvv,2,27,17.0,10.0,0.6345032810484293,1268.4444342355182,1216,2025-01-19 12:00:00,12,6,0.17772669888002676,1,5.0,10.0,46.979423490204375,1.0189567356010938,0.36549671895157065,1216,0.06064052592589725,0
97,256,2292.65,INR,upi,insufficient_funds,2,16,5.0,11.0,0.3719191253980301,355.70762584034435,31,2025-03-18 10:00:00,10,1,2.250031046673083,1,5.0,5.0,22.231726615021522,103.12514361574164,0.6280808746019699,31,0.10858462568261652,1
98,172,142.84,INR,wallet,authentication_failed,1,20,7.0,13.0,0.3841123908631242,3882.3135865821964,1607,2025-02-09 11:00:00,11,6,10.34091029015569,0,5.0,7.0,194.1156793291098,0.7358498833977475,0.6158876091368758,1607,0.16255087696812195,0
99,1112,60.82,INR,wallet,invalid_cvv,2,17,13.0,4.0,0.8035642024254482,751.6243939605563,1092,2025-03-28 20:00:00,20,4,6.900553870135271,1,4.0,10.0,44.21319964473861,1.3756072957555698,0.19643579757455176,1092,0.02224171791699192,0
100,725,1041.28,INR,netbanking,card_blocked,1,16,11.0,5.0,0.7205855773845659,200.4458296298409,598,2025-01-06 21:00:00,21,0,1.944935956830889,0,5.0,10.0,12.527864351865055,83.11711962661713,0.27941442261543414,598,0.1463983151743084,0
101,342,73.74,INR,upi,authentication_failed,1,16,11.0,5.0,0.6925897945571852,11007.624565026228,433,2025-02-19 17:00:00,17,2,9.46510201608033,0,5.0,10.0,687.9765353141393,0.10718388813410523,0.30741020544281483,433,0.2969101268611969,0
102,1305,263.28,INR,wallet,merchant_error,1,20,17.0,3.0,0.8995851957493155,108.18231329739598,1068,2025-01-30 07:00:00,7,3,15.95959435188396,0,3.0,10.0,5.409115664869799,48.673390681938265,0.1004148042506845,1068,0.5124482116407624,1
103,1181,7485.02,INR,emi,invalid_cvv,1,20,13.0,7.0,0.684040235632614,2463.1040739014593,1785,2025-02-22 22:00:00,22,5,1.5696648380783709,0,5.0,10.0,123.15520369507297,60.77713141973757,0.31595976436738604,1785,0.30465436502733834,0
104,152,45.63,INR,wallet,insufficient_funds,1,18,14.0,4.0,0.7887352735902801,271.494900635631,834,2025-03-12 19:00:00,19,2,3.899998400354709,0,4.0,10.0,15.083050035312832,3.025250190987224,0.21126472640971994,834,0.21025732164599747,0
105,165,98.42,INR,card,card_expired,3,20,17.0,3.0,0.893551790079807,278.8396309439955,796,2025-02-26 09:00:00,9,2,15.21097993433796,1,3.0,10.0,13.941981547199774,7.059254788625617,0.106448209920193,796,0.01,0
106,604,35.79,INR,upi,card_blocked,3,25,18.0,7.0,0.7284058057318932,423.7152436319263,798,2025-02-26 21:00:00,21,2,2.6434078108473202,1,5.0,10.0,16.94860974527705,2.111677626536498,0.2715941942681068,798,0.20145775113220837,0
107,1299,116.61,INR,emi,network_timeout,2,26,24.0,2.0,0.9314897178252528,457.67518608870546,608,2025-01-01 16:00:00,16,2,7.3661115321714465,1,2.0,10.0,17.60289177264252,6.6244797449262895,0.0685102821747472,608,0.28065156494650945,0
